ID,Title,Author,Genre,PublishDateOriginal,PublishDate,Publisher,Format,Illustrator,TotalPages,Rating,Status,MSRP ,SpecialEdition,ISBN
,Savvy,Ingrid Law,Children's Fiction,"March 23rd, 2010",2010-03-23,Puffin Books,Paperback,N/A,362,N/A,Need To Reread,$8.99 ,No,978-0-14-241433-0
,Savvy,Ingrid Law,Children's Fiction,"March 23rd, 2010",2010-03-23,Puffin Books,Paperback,N/A,362,N/A,Need To Reread,$8.99 ,No,978-0-14-241433-0
,Scumble,Ingrid Law,Children's Fiction,"August 9th, 2011",2011-08-09,Puffin Books,Paperback,N/A,400,N/A,Need To Reread,$7.99 ,No,978-0-14-241962-5
,Switch,Ingrid Law,Children's Fiction,"September 6th, 2016",2016-09-06,Puffin Books,Paperback,N/A,356,N/A,No,$8.99 ,No,978-0-14-242570-1
,Tristan Strong Punches A Hole In The Sky,Kwame Mbalia,Fantasy/Adventure,"October 15th, 2019",2019-10-15,Rick Riordan Presents,Hardcover,N/A,482,N/A,No,$17.99 ,No,978-136803993-2
,Tristan Strong Destroys The World,Kwame Mbalia,Fantasy/Adventure,"October 6th, 2020",2020-10-06,Rick Riordan Presents,Hardcover,N/A,390,N/A,No,$17.99 ,No,978-136804238-3
,Tristan Strong Keeps Punching,Kwame Mbalia,Fantasy/Adventure,"October 5th, 2021",2021-10-05,Rick Riordan Presents,Hardcover,N/A,404,N/A,No,$17.99 ,No,978-136805487-4
,Aru Shah And The End Of Time,Roshani Chokshi,Fantasy/Adventure,"March 27th, 2018",2018-03-27,Rick Riordan Presents,Hardcover,N/A,343,N/A,No,$16.99 ,No,978-136801235-5
,Aru Shah And The Song Of Death,Roshani Chokshi,Fantasy/Adventure,"April 30th, 2019",2019-04-30,Rick Riordan Presents,Hardcover,N/A,365,N/A,No,$16.99 ,No,978-136801384-0
,Aru Shah And The Tree Of Wishes,Roshani Chokshi,Fantasy/Adventure,"April 7th, 2020",2020-04-07,Rick Riordan Presents,Hardcover,N/A,374,N/A,No,$16.99 ,No,978-136801385-7
,All Our Hidden Gifts,Caroline O'Donoghue,Fantasy ,"June 8th, 2021",2021-06-08,Walker Books US,Paperback,N/A,374,N/A,No,$9.99 ,No,978-1-5362-2526-6
,Complete Spanish Grammar: Premium Fourth Edition: Total Language Study Program,Gilda Nissenberg,Language Learning,"July 1st, 2020",2020-07-01,McGraw Hill,Paperback,N/A,400,N/A,No,$18.00 ,No,978-1-260-46315-6
,Spanish Conversation: Premium Third Edition: Comprehensive Study Program,Jean Yates,Language Learning,"May 13th, 2020",2020-05-13,McGraw Hill,Paperback,N/A,204,N/A,No,$17.00 ,No,978-1-260-46219-7
,Lee Hammond's big book of DRAWING,Lee Hammond,Art Book,"February 27th, 2004",2004-02-27,North Light Books,Paperback,N/A,240,N/A,No,$23.99 ,No,978-1-58180-473-7
,The Rebounder,Thomas J. Dygard,Fiction,"October 18th, 1994",1994-10-18,HarperCollins,Hardcover,N/A,180,N/A,No,$15.00 ,No,978-0688128210
,Let Me Hear a Rhyme,Tiffany D. Jackson,Young Adult Fiction,"May 19th, 2020",2020-05-19,Katherine Tegen Books,Paperback,N/A,380,N/A,No,$10.99 ,No,978-0-06-284033-2
,The Old Man and the Sea,Ernest Hemingway,Novella,"May 5th, 1995",1995-05-05,Simon & Schuster New York,Paperback,N/A,127,N/A,No,$9.00 ,No,0-684-80122-1
,Duh! The Stupid History of the Human Race,Bob Fenster,Comedy,"January 1st, 2003",2003-01-01,Andrews McMeel Publishing,Hardcover,N/A,276,N/A,No,$23.00 ,No,978-0760750520
,A Wrinkle in Time,Madeleine L'Engle,Young Adult/Science Fantasy,"May 1st, 2007",2007-05-01,Square Fish,Paperback,N/A,245,N/A,No,$6.99 ,No,978-0-312-36754-1
,Aesop's Fables ,V.S. Vernon James,Fables,"October 24th, 2013",2013-10-24,Word Cloud Classics,Leather,Arthur Rackham,239,N/A,No,$14.95 ,No,978-1-60710-947-1
,Minecraft: Redstone Handbook,Scholastic,Video Game Guide,"March 25th, 2014",2014-03-25,Scholastic,Paperback,N/A,79,N/A,No,$5.99 ,No,978-0-545-68575-7
,Wayside School Gets a Little Stranger,Louis Sachar,Fiction,"December 31st, 2004",2004-12-31,Scholastic,Paperback,Adam McCauley,168,N/A,No,$5.99 ,No,978-0-545-31540-1
,Urban Outlaws,Peter Jay Black,Thriller,"April 29th, 2014",2014-04-29,Bloomsbury Childrens,Paperback,N/A,274,N/A,No,$5.99 ,No,978-1-338-03725-8
,The Captivity of the Oatman Girls among the Apache and Mohave Indians,Lorenzo D. Oatman & Olive A. Oatman,Biography,"June 22nd, 1994",1994-06-22,Dover Publications,Paperback,N/A,209,N/A,No,$6.95 ,No,0-486-28078-0
,My Life as a Gamer,Janet Tashjian,Fiction,"April 3rd, 2018",2018-04-03,Scholastic ,Paperback,Jake Tashjian,250,N/A,No,$6.99 ,No,978-1-338-03745-6
,I Wish I Knew That U.S. Presidents: Cool Stuff You Need To Know,Patricia A. Halbert,Biography,"February 2nd, 2012",2012-02-02,Reader's Digest Juvenile,Hardcover,N/A,143,N/A,No,$9.99 ,No,"978-1606523605"
,Public School Superhero ,James Patterson & Chris Tebbetts,Fiction,"May 3rd, 2016",2016-05-03,Scholastic,Paperback,Cory Thomas,283,N/A,No,$5.99 ,No,978-0-545-91868-8
,Minecraft: Construction Handbook,Scholastic,Video Game Guide,"August 26th, 2014",2014-08-26,Scholastic ,Paperback,N/A,79,N/A,No,$5.99 ,No,978-0-545-77610-3
,"TodHunter Moon, Book Two: SandRider",Angie Sage,Fantasy,"October 13th, 2015",2015-10-13,Katherine Tegen Books,Hardcover,N/A,461,N/A,No,$17.99 ,No,978-0-06-227248-5
,"TodHunter Moon, Book One: PathFinder",Angie Sage,Fantasy ,"October 14th, 2014",2014-10-14,Katherine Tegen Books,Hardcover,N/A,460,N/A,No,$17.99 ,No,978-0-06-227245-4
,Daniel X: Demons and Druids,James Patterson,Young Adult Fantasy ,"July 1st, 2010",2010-07-01,jimmy patterson,Hardcover,N/A,237,N/A,No,$16.99 ,No,978-0-316-03698-6
,Eragon,Christopher Paolini,Young Adult Fantasy,"January 1st, 2005",2005-01-01,Knopf Books For Young Readers,Paperback,N/A,503,N/A,No,$11.99 ,No,978-0-375-82669-6
,Leven Thumps and the Gaeway to Foo,Obert Skye,Fiction,"July 1st, 2006",2006-07-01,Aladdin,Paperback,N/A,368,N/A,No,$8.99 ,No,978-1-4169-2806-5
,I Am Not Your Perfect Mexican Daughter,Erika L. Sánchez,Young Adult Fiction,"March 5th, 2019",2019-03-05,Ember,Paperback,N/A,362,N/A,No,$11.99 ,No,978-1-5247-0051-5
,A Tale of Two Cities,Charles Dickens,Historical Novel,"January 1st, 0000",0000-01-01,Prentice Hall,Hardcover,N/A,360,1.5/5,Yes,$15.00 ,No,0-13-435509-1
,Bulfinch's Mythology,Thomas Bulfinch,Mythology/Legends,"October 1st, 2014 ",2014-10-01,Canterbury Classics,Leatherbound,N/A,686,N/A,No,$24.99 ,No,978-1-62686-169-5
,Spy High: Mission Five - Blood Relations,A.J. Butcher,Science Fiction,"April 6th, 2005",2005-04-06,"Little, Brown Young Readers",Paperback,N/A,218,N/A,No,$6.99 ,No,0-316-78092-8
,Isaac Asimov's Robots in Time: Dictator,William F. Wu,Science Fiction,"January 1st, 1994",1994-01-01,Avon Books,Paperback,N/A,230,N/A,No,$4.99 ,No,0-380-76514-4
,Naruto Vol. 52,Masashi Kishimoto,Shonen,"September 5th, 2011",2011-09-05,Viz Media LLC,Paperback,Masashi Kishimoto,207,3.75/5,Yes,$9.99 ,No,978-1-4215-3957-7
,The Name of This Book is Secret,Psedonymous Bosch,Mystery,"September 1st, 2008",2008-09-01,"Little, Brown Books for Young Readers",Paperback,N/A,360,N/A,No,$6.99 ,No,978-0-316-11369-4
,Fantastic Voyage II: Destination Brian ,Issac Asimov,Science Fiction,"August 18th, 1987",1987-08-18,Doubleday,Hardcover,N/A,332,N/A,No,$9.99 ,No,978-0385239264
,The Secrets of Mental Math,Arthur T. Benjamin,Math,"January 1st, 2011",2011-01-01,The Great Courses,Paperback,N/A,161,N/A,No,$5.99 ,No,978-1598039726
,Classical Mythology ,H. A. Guerber,Mythology/Legends,"January 1st, 2016",2016-01-01,Fall River Press,Hardcover,N/A,451,N/A,No,$7.99 ,No,978-1-4351-6288-4
,One Piece Vol. 6,Eiichiro Oda,Shonen,"March 1st, 2005",2005-03-01,Viz Media LLC,Paperback,Eiichiro Oda,185,3.5/5,Yes,$7.95 ,Not Really (The Foil Old Ones) ,1-59116-723-x
,Naruto Vol. 51,Masashi Kishimoto,Shonen,"June 7th, 2011",2011-06-07,Viz Media LLC,Paperback,Masashi Kishimoto,189,3.25/5,Yes,$9.99 ,No,978-1-4215-3498-5
,Naruto Vol. 55,Masashi Kishimoto,Shonen,"March 6th, 2012",2012-03-06,Viz Media LLC,Paperback,Masashi Kishimoto,193,3.0/5,Yes,$9.99 ,No,978-1-4215-4152-5
,Drawing: A Complete Guide,Giovanni Civardi,Art Book,"March 10th, 2010",2010-03-10,Search Press,Paperback,Giovanni Civardi,440,N/A,No,$19.95 ,No,978-1-844488-508-6
,The Black Kids,Christina Hammonds Reds,Young Adult Fiction,"April 5th, 2022",2022-04-05,Simon & Schuster New York,Hardcover,N/A,362,N/A,No,$18.99 ,No,978-1-5344-6272-4
,"Yinka, Where Is Your Huzband? ",Lizzie Damilola Blackburn,Romance ,"January 18th, 2022",2022-01-18,Pamela Dorman Books,Hardcover,N/A,373,4.8/5,Yes,$26.00 ,No,978-0-593-29900-5
,First Comes Like,Alisha Rai,Romance ,"February 16th, 2021",2021-02-16,Avon Books,Paperback,N/A,414,N/A,No,$15.99 ,No,978-0-06-287815-1
,Big Nate Strikes Again,Lincoln Peirce,Comedy,"October 19th, 2010",2010-10-19,HarperCollins,Hardcover,Lincoln Peirce,217,N/A,No,$12.99 ,No,978-0-06-194436-9
,Nerd Camp,Elissa Brent Weissman,Fiction,"May 22nd, 2012",2012-05-22,Atheneum Books for Young Readers,Hardcover,N/A,261,N/A,No,$15.99 ,No,978-1-4424-1703-8
,Genesis: A Living Conversation ,Bill Moyers,Mythology/Legends,"September 1st, 1996",1996-09-01,Doubleday,Hardcover,N/A,354,N/A,No,$29.95 ,No,0-385-48345-7
,Official Fortnite How to Draw ,Epic Games,Art Book,"July 23rd, 2019",2019-07-23,"Little, Brown Books for Young Readers",Paperback,Epic Games,111,3.35/5,Yes,$8.99 ,No,978-0-316-42516-2
,Cambridge Atlas of Astronomy ,Jean Audouze & Guy Israël,Atlas,"April 26th, 1985",1985-04-26,Cambridge University Press,Hardcover,N/A,420,N/A,No,$34.95 ,No,0-521-26369-7
,The Communist Manifesto,Karl Marx & Friedrich Engels,Philosophy,"March 1st, 2011",2011-03-01,Penguin Classics,Paperback,N/A,104,N/A,No,$15.00 ,Penguin Classics Deluxe Edition,978-0-14-310-626-5
,SAS Ultimate Guide to Combat: How to Fight and Survive in Modern Warfare,Robert Stirling,History,"January 1st, 2012",2012-01-01,Osprey Publishing,Paperback,N/A,343,N/A,No,$18.00 ,No,978-1-4351-4476-7
,"Middle School, The Worst Years of My Life",James Patterson & Chris Tebbetts,Comedy,"May 6th, 2014",2014-05-06,jimmy patterson,Hardcover,Laura Park ,281,N/A,Need To Reread,$15.99 ,No,978-0-316-10187-5
,Miracle Wimp,Erik P. Kraft,Young Adult Fiction,"August 1st, 2007 ",2007-08-01,"Little, Brown Books for Young Readers",Hardcover,Erik P. Kraft,245,N/A,No,$16.99 ,No,978-0-316-01165-5
,Manga Art: How to Create Your Own Artwork,Ben Krefta,Art Book,"September 15th, 2018",2018-09-15,Arcturus,Paperback,Ben Krefta,256,N/A,No,$24.99 ,No,978-1-3988-9019-0
,I Funny TV: A Middle School Story,James Patterson & Chris Tebbetts,Comedy,"December 14th, 2015",2015-12-14,jimmy patterson,Hardcover,Laura Park ,311,N/A,Need To Reread,$13.99 ,No,978-0-316-30109-1
,"Fat Chance, Charlie Vega",Crystal Maldonado ,Young Adult Fiction,"January 11th, 2022",2022-01-11,Holiday House,Paperback,N/A,343,4.45/5,Yes,$12.99 ,No,978-0-8234-5131-9
,Presumed Innocent,Scott Turow,Thriller,"December 31st, 1986",1986-12-31,Warner Books,Paperback,N/A,421,N/A,No,$5.95 ,No,0-446-35986-6
,Women Race & Class,Angela Y. Davis,History,"February 12th, 1983",1983-02-12,Vintage Book,Paperback,N/A,271,N/A,No,$16.95 ,No,978-0-394-71351-9
,The Only Black Girls In Town,Brandy Colbert,Fiction,"April 20th, 2021",2021-04-20,"Little, Brown Books for Young Readers",Paperback,N/A,355,N/A,No,$7.99 ,No,978-0-316-45640-1
,"Incans, Aztecs & Mayans",John Holzmann,History,"January 1st, 1996",1996-01-01,Sonlight Curriculum Ltd,Paperback,N/A,135,N/A,No,$4.99 ,No,978-1887840446
,Easy as Pi: The Countless Ways We Use Numbers Every Day,Jamie Buchan ,Reference,"April 15th, 2020",2020-04-15,Reader's Digest ,Hardcover,N/A,174,N/A,No,$14.95 ,No,978-1-60652-134-2
,Tomie,Junji Ito,Horror,"December 20th, 2016",2016-12-20,Viz Media LLC,Hardcover,Junji Ito,742,N/A,No,$34.99 ,No,978-1-4214-9056-1
,The Upside of Unrequited,Becky Albertalli,Romance ,"January 30th, 2018",2018-01-30,Balzer + Bray,Paperback,N/A,340,3.75/5,Yes,$10.99 ,No,978-0-06-234871-5
,Gravity Falls: Journal 3,Alex Hirsch ,Fantasy/Paranormal,"July 26th, 2016",2016-07-26,Disney Press,Hardcover,Stephanie Ramirez & Andy Gonsalves,288,N/A,No,$19.99 ,No,978-148474669-1
,Daniel X: Watch The Skies,James Patterson & Ned Rust,Young Adult Fantasy,"July 27th, 2009",2009-07-27,jimmy patterson,Hardcover,N/A,251,N/A,No,$19.99 ,No,978-0-316-03618-4
,Daniel X: Lights Out,James Patterson & Chris Grabenstein,Young Adult Fantasy ,"July 13th, 2015",2015-07-13,jimmy patterson,Hardcover,N/A,263,N/A,No,$17.99 ,No,978-0-316-20745-4
,Every Body Looking,Candice Iloh,Young Adult,"September 21st, 2021",2021-09-21,Dutton Books for Young Readers,Paperback,N/A,403,N/A,No,$11.99 ,No,978-0-525-55622-0
,The Conspiracy Files,Leo Moynihan,Conspiracy Theory ,"November 1st, 2021 ",2021-11-01,New Burlington Books,Paperback,N/A,192,N/A,No,$18.99 ,No,978-1-80242-015-9
,Physics For Dummies,Steve Holzner,Textbook,"November 28th, 2004",2004-11-28,For Dummies,Paperback,N/A,368,N/A,No,$19.99 ,No,0-7645-5433-6
,The 21 Irrefutable Laws of Leadership Workbook,John C. Maxwell,Self-Help Book,"September 18th, 2007",2007-09-18,Thomas Nelson,Paperback,N/A,246,N/A,No,$19.99 ,No,978-1-4185-2615-3
,The Teen Study Bible,Moses wrote the most of 1 person,Religious Text,"January 1st, 1993",1993-01-01,Zondervan Publishing House,Hardcover,N/A,1711,4.75/5,Yes,$24.99 ,No,0-310-91672-0
,The Zodiac Legacy #1: Convergence,Stan Lee & Stuart Moore,Adventure Fiction,"January 1st, 2015",2015-01-01,Scholastic,Paperback,Andie Tong Lee,463,N/A,No,$7.99 ,No,978-0-545-91675-2
,The Right Side Of History: How Reason and Moral Purpose Made the West Great,Ben Shapiro,Christian Literature,"March 19th, 2019",2019-03-19,Broadside Books,Hardcover,N/A,256,N/A,No,$27.99 ,No,978-0-06-285790-3
,Ace of Spades, Faridah Àbíké-Íyímídé ,Young Adult Thriller,"June 1st, 2021",2021-06-01,Feiwel & Friends,Hardcover,N/A,422,N/A,No,$18.99 ,No,978-1-250-80081-7
,This Is My America,Kim Johnson,Young Adult Fiction,"July 28th, 2020",2020-07-28,Random House Books for Young Readers,Hardcover,N/A,406,N/A,No,$17.99 ,No,978-0-593-11876-4
,"Egyptian Mythology: A Guide to the GODS, GODDESSES, and TRADITIONS of ANCIENT EGYPT",Geraldine Pinch,Mythology/Legends,"April 8th, 2004",2004-04-08,Oxford University Press,Paperback,N/A,257,N/A,No,$19.95 ,No,978-0-19-517024-5
,Big Nate What Could Possibly Go Wrong?,Lincoln Peirce,Comedy,"May 1st, 2012",2012-05-01,HarperCollins,Paperback,Lincoln Peirce,217,N/A,No,$9.99 ,No,978-0-06-208694-5
,The Ivory Keys,Akshaya Raman,Young Adult Fantasy,"January 4th, 2012",2012-01-04,Clarion Books,Hardcover,N/A,375,N/A,No,$18.99 ,No,978-0358-46833-2
,The Mythology Books - Big Ideas Simply Explained,DK,Mythology/Legends,"May 15th, 2018",2018-05-15,DK,Hardcover,N/A,351,N/A,No,$25.00 ,No,978-1-4654-7337-0
,Harlem Shuffle,Colson Whitehead,Crime Fictions,"September 14th, 2021",2021-09-14,Doubleday,Hardcover,N/A,318,N/A,No,$28.95 ,No,978-0-385-54513-6
,The 39 Clues: Cahills vs. Vespers Book One: The Medusa Plot,Gordon Korman,Young Adult Adventure,"August 30th, 2011",2011-08-30,Scholastic Inc.,Hardcover,N/A,222,N/A,Need To Reread,$12.99 ,NEEDS THE 6 CARDS ,978-0-545-29839-1
,The 39 Clues: Cahills vs. Vespers Book Two: A King's Ransom,Jude Watson,Young Adult Adventure,"December 6th, 2011",2011-12-06,Scholastic Inc.,Hardcover,N/A,190,N/A,Need To Reread,$12.99 ,No,978-0-545-29840-7
,The 39 Clues: Cahills vs. Vespers Book Three: The Dead of Night,Peter Lerangis,Young Adult Adventure,"March 6th, 2012",2012-03-06,Scholastic Inc.,Hardcover,N/A,190,N/A,Need To Reread,$12.99 ,No,978-0-545-29841-4
,The 39 Clues: Cahills vs. Vespers Book Four: Shatterproof,Roland Smith,Young Adult Adventure,"September 4th, 2012",2012-09-04,Scholastic Inc.,Hardcover,N/A,190,N/A,Need To Reread,$12.99 ,No,978-0-545-29842-1
,The 39 Clues: Cahills vs. Vespers Book Five: Trust No One,Linda Sue Park ,Young Adult Adventure,"December 4th, 2012",2012-12-04,Scholastic Inc.,Hardcover,N/A,190,N/A,Need To Reread,$12.99 ,No,978-0-545-29843-8
,The 39 Clues: Cahills vs. Vespers Book Six: Day of Doom,David Baldacci,Young Adult Adventure,"March 5th, 2013",2013-03-05,Scholastic Inc.,Hardcover,N/A,270,N/A,Need To Reread,$12.99 ,No,978-0-545-29844-5
,The 39 Clues: Book Three: The Sword Thief,Peter Lerangis,Young Adult Adventure,"March 3rd, 2009",2009-03-03,Scholastic Inc.,Hardcover,N/A,156,N/A,Need To Reread,$13.99 ,No,978-0-545-06043-1
,The 39 Clues: Book Four: Beyond The Grave,Jude Watson,Young Adult Adventure,"June 2nd, 2009",2009-06-02,Scholastic Inc.,Hardcover,N/A,190,N/A,Need To Reread,$12.99 ,No,978-0-545-06044-8
,The 39 Clues: Book Five: The Black Circle,Patrick Carman,Young Adult Adventure,"August 11th, 2009",2009-08-11,Scholastic Inc.,Hardcover,N/A,168,N/A,Need To Reread,$13.99 ,No,978-0-545-06045-5
,The 39 Clues: Book Six: In Too Deep,Jude Watson,Young Adult Adventure,"November 3rd, 2009",2009-11-03,Scholastic Inc.,Hardcover,N/A,206,N/A,Need To Reread,$13.99 ,No,978-0-545-06046-2
,The 39 Clues: Book Seven: The Viper's Nest,Peter Lerangis,Young Adult Adventure,"February 2nd, 2010",2010-02-02,Scholastic Inc.,Hardcover,N/A,190,N/A,Need To Reread,$13.99 ,No,978-0-545-06047-9
,The 39 Clues: Book Eight: The Emperor's Code,Gordon Korman,Young Adult Adventure,"April 6th, 2010",2010-04-06,Scholastic Inc.,Hardcover,N/A,190,N/A,Need To Reread,$13.99 ,No,978-0-545-06048-6
,The 39 Clues: Book Nine: Storm Warning,Linda Sue Park,Young Adult Adventure,"May 25th, 2010",2010-05-25,Scholastic Inc.,Hardcover,N/A,190,N/A,Need To Reread,$13.99 ,No,978-0-545-06049-3
,The 39 Clues: Book Ten: Into The Gauntlet,Margaret Peterson Haddix,Young Adult Adventure,"August 31st, 2010",2010-08-31,Scholastic Inc.,Hardcover,N/A,327,N/A,Need To Reread,$12.99 ,No,978-0-545-06050-9
,The 39 Clues: Book Eleven: Vespers Rising,Rick Riordan & Peter Lerangis & Gordon Korman & Jude Watson,Young Adult Adventure,"April 5th, 2011",2011-04-05,Scholastic Inc.,Hardcover,N/A,238,N/A,Need To Reread,$12.99 ,No,978-0-545-29059-3
,The 39 Clues: Unstoppable Book One: Nowhere To Run,Jude Watson,Young Adult Adventure,"October 1st, 2013",2013-10-01,Scholastic Inc.,Hardcover,N/A,266,N/A,Need To Reread,$12.99 ,No,978-0-545-52137-6
,The 39 Clues: Unstoppable Book Two: Breakaway,Jeff Hirsch,Young Adult Adventure,"January 28th, 2014",2014-01-28,Scholastic Inc.,Hardcover,N/A,189,N/A,Need To Reread,$12.99 ,No,978-0-545-52142-0
,The 39 Clues: Unstoppable Book Three: Countdown,Natalie Standiford,Young Adult Adventure,"April 29th, 2014",2014-04-29,Scholastic Inc.,Hardcover,N/A,190,N/A,Need To Reread,$12.99 ,No,978-0-545-52145-1
,The 39 Clues: Unstoppable Book Four: Flashpoint,Gordon Korman,Young Adult Adventure,"August 26th, 2014",2014-08-26,Scholastic Inc.,Hardcover,N/A,222,N/A,Need To Reread,$12.99 ,No,978-0-545-52147-5
,The 39 Clues: Doublecross Book One: Mission Titanic,Jude Watson,Young Adult Adventure,"February 24th, 2015",2015-02-24,Scholastic Inc.,Hardcover,N/A,237,N/A,Need To Reread,$12.99 ,No,978-9-351-03696-8
,The 39 Clues: Doublecross Book Two: Mission Hindenburg,C. Alexander London,Young Adult Adventure,"July 28th, 2015",2015-07-28,Scholastic Inc.,Hardcover,N/A,190,N/A,Need To Reread,$12.99 ,No,978-0-545-76743-9
,The 39 Clues: Doublecross Book Three: Mission Hurricane,Jenny Goebel,Young Adult Adventure,"January 26th, 2016",2016-01-26,Scholastic Inc.,Hardcover,N/A,189,N/A,Need To Reread,$12.99 ,No,978-0-545-76748-4
,The 39 Clues: Doublecross Book Four: Mission Atomic,Sarwat Chadda,Young Adult Adventure,"June 28th, 2016",2016-06-28,Scholastic Inc.,Hardcover,N/A,253,N/A,Need To Reread,$12.99 ,No,978-0-545-76751-4
,The 39 Clues: The Black Book of Buried Secrets,Rick Riordan,Young Adult Adventure,"October 26th, 2010",2010-10-26,Scholastic Inc.,Hardcover,N/A,187,N/A,Need To Reread,$12.99 ,No,978-0-545-28504-9
,The 39 Clues: Agent Handbook,Misc. ,Young Adult Adventure,"January 1st, 2010",2010-01-01,Scholastic Inc.,Hardcover,N/A,224,N/A,No,$9.95 ,No,978-1-4351-2581-4
,The 39 Clues: Superspecial Book One: Outbreak,C. Alexander London,Young Adult Adventure,"October 1st, 2016",2016-10-01,Scholastic Inc.,Hardcover,N/A,260,N/A,No,$13.99 ,No,978-1-338-03705-0
,The 39 Clues: The Cahill Files Book One: Operation Trinity,Clifford Riley,Young Adult Adventure,"May 8th, 2012",2012-05-08,Scholastic Inc.,Hardcover,N/A,142,N/A,No,$9.99 ,No,978-0-545-43143-9
,The 39 Clues: The Cahill Files Book Two: Spymasters,Clifford Riley,Young Adult Adventure,"April 30th, 2013",2013-04-30,Scholastic Inc.,Hardcover,N/A,250,N/A,No,$12.99 ,No,978-0-545-56468-7
,Invincible: Compendium One ,Robert Kirkman,Superhero,"August 30th, 2011",2011-08-30,Image Comics,Graphic Novel,Cory Walker & Ryan Ottley,1024,N/A,No,$64.99 ,No,978-1-60706-411-4
,Ms. Marvel Vol. 4 - Last Days ,G. Willow Wilson & Dan Slott,Superhero,"November 17th, 2015",2015-11-17,Marvel Universe,Graphic Novel,Adrian Alphona & Giuseppe Camuncoli,120,N/A,No,$17.99 ,No,978-0-7851-9736-2
,Ms. Marvel Vol. 5 - Super Famous,G. Willow Wilson,Superhero,"June 28th, 2016",2016-06-28,Marvel Universe,Graphic Novel,Takeshi Miyazawa & Nico Leon & Adrian Alphona & Cliff Chiang,144,N/A,No,$17.99 ,No,978-0-7851-9611-2
,Miles Morales: The Ultimate Spider-Man - Ultimate Collection Book 1,Brian Michael Bendis,Superhero,"July 28th, 2015",2015-07-28,Ultimate Universe,Graphic Novel,Sara Pichelli & Chris Samnee & David Marquez,400,N/A,No,$34.99 ,No,978-0-7851-9778-2
,Miles Morales: The Ultimate Spider-Man - Ultimate Collection Book 2,Brian Michael Bendis,Superhero,"September 29th, 2015",2015-09-29,Ultimate Universe,Graphic Novel,Sara Pichelli & Pepe Larraz & David Marquez,384,N/A,No,$34.99 ,No,978-0-7851-9779-9
,Miles Morales: The Ultimate Spider-Man - Ultimate Collection Book 3,Brian Michael Bendis,Superhero,"November 24th, 2015 ",2015-11-24,Ultimate Universe,Graphic Novel,David Marquez & Sara Pichelli & Mark Bagley & Mark Brooks & David Lafuente & Andrew Hennessy,368,N/A,No,$34.99 ,No,978-0-7851-9780-5
,Frizzy ,Claribel A. Ortega,Graphic Novel,"October 18th, 2022",2022-10-18,First Second,Graphic Novel,Rose Bousamra,213,N/A,No,$12.99 ,No,978-1-250-25963-9
,"Imogen, Obviously",Becky Albertalli,Young Adult Fiction,"May 2nd, 2023",2023-05-02,Balzer + Bray,Hardcover,N/A,416,N/A,No,$19.99 ,No,978-0-06-304587-3
,Percy Jackson Y Los Dioses Del Olimpo: El Ladrón Del Rayo,Rick Riordan,Fantasy/Adventure,"December 4th, 2014",2014-12-04,Salamandra,Paperback,N/A,285,4.0/5,Yes,$12.95 ,No,978-8-49838-626-4
,Daredevil: Born Again,Frank Miller,Superhero,"January 5th, 2010",2010-01-05,Marvel Universe,Graphic Novel,David Mazzucchelli,248,N/A,No,$19.99 ,No,978-0-7851-3481-7
,Black Panther: The Man Without Fear - The Complete Collection,David Liss,Superhero,"December 26th, 2017",2017-12-26,Marvel Universe,Graphic Novel,Francesco Francavilla & Shawn Martinbrough & Jefte Palo & Michael Avon Oeming ,416,N/A,No,$34.99 ,No,978-1-302-90772-3
,Ms. Marvel: The New Mutant,Iman Vellani & Sabir Pirzada,Superhero,"August 30th, 2023",2023-08-30,Marvel  ,Comic Book,Sara Pichelli & Carlos Gomez & Adam Gorham ,35,N/A,No,$4.99 ,No,N/A
,Black Panther: The Saga of Shuri and T'Challa,Reginald Hudlin & Marvel Various,Superhero,"August 16th, 2022",2022-08-16,Marvel Universe,Graphic Novel,Marvel Various,424,N/A,No,$39.99 ,No,978-1-302-94600-5
,Ms. Marvel Vol. 6 - Civil War II ,G. Willow Wilson,Superhero,"December 13th, 2016",2016-12-13,Marvel Universe,Graphic Novel,Adrian Alphona & Takeshi Miyazawa & Mirka Andolfo,136,N/A,No,$17.99 ,No,978-0-7851-9612-9
,Ms. Marvel Vol. 7 - Damage Per Second,G. Willow Wilson,Superhero,"July 18th, 2017",2017-07-18,Marvel Universe,Graphic Novel,& Takeshi Miyazawa & Mirka Andolfo & Francesco Gaston & Ian Herring,136,N/A,No,$17.99 ,No,978-1-302-90305-3
,Ms. Marvel Vol. 8 - Mecca,G. Willow Wilson,Superhero,"December 12th, 2017",2017-12-12,Marvel Universe,Graphic Novel,Marco Failla & Diego Olortegui & Ian Herring,136,N/A,No,$17.99 ,No,978-1-302-90608-5
,Ms. Marvel Vol. 9 - Teenage Wasteland,G. Willow Wilson,Superhero,"July 17th, 2018",2018-07-17,Marvel Universe,Graphic Novel,Nico Leon & Ian Herring,136,N/A,No,$17.99 ,No,978-1-302-91078-5
,Ms. Marvel Vol. 10 - Time And Again,G. Willow Wilson & Saladin Ahmed & Rainbow Rowell & Hasan Minhaj,Superhero,"March 26th, 2019",2019-03-26,Marvel Universe,Graphic Novel,Nico Leon & Gustavo Duarte & Bob Quinn & Elmo Bondox & Ian Herring,184,N/A,No,$19.99 ,No,978-1-302-91269-7
